zone,FGA,FGM,FG_PCT,FREQ,PPS,TEAM_ID,TEAM_NAME,SEASON,W_PCT,GP
Long mid (10–22),2060,779,0.3781553398058252,0.3105215556225505,0.7563106796116504,1610612766,Charlotte Hornets,2012-13,0.256,82
Rim (0–3),2312,1278,0.5527681660899654,0.34850768766958096,1.6583044982698962,1610612766,Charlotte Hornets,2012-13,0.256,82
Short mid (3–10),878,297,0.33826879271070615,0.1323485076876696,1.0148063781321184,1610612766,Charlotte Hornets,2012-13,0.256,82
Above-break 3,1520,538,0.3539473684210526,0.22774947557686545,1.061842105263158,1610612737,Atlanta Hawks,2013-14,0.463,82
Corner 3,582,229,0.39347079037800686,0.08720407551693138,1.1804123711340206,1610612737,Atlanta Hawks,2013-14,0.463,82
Long mid (10–22),1542,642,0.4163424124513619,0.23104584956547797,0.8326848249027238,1610612737,Atlanta Hawks,2013-14,0.463,82
Rim (0–3),2002,1236,0.6173826173826173,0.29997003296373986,1.852147852147852,1610612737,Atlanta Hawks,2013-14,0.463,82
Short mid (3–10),1028,415,0.4036964980544747,0.1540305663769853,1.2110894941634243,1610612737,Atlanta Hawks,2013-14,0.463,82
Above-break 3,1282,408,0.31825273010920435,0.1867171570055345,0.954758190327613,1610612738,Boston Celtics,2013-14,0.305,82
Corner 3,431,167,0.3874709976798144,0.06277308476551122,1.1624129930394433,1610612738,Boston Celtics,2013-14,0.305,82
Long mid (10–22),2152,885,0.4112453531598513,0.3134284882027381,0.8224907063197026,1610612738,Boston Celtics,2013-14,0.305,82
Rim (0–3),2097,1223,0.5832141154029566,0.3054180017477425,1.74964234620887,1610612738,Boston Celtics,2013-14,0.305,82
Short mid (3–10),904,313,0.34623893805309736,0.13166326827847363,1.038716814159292,1610612738,Boston Celtics,2013-14,0.305,82
Above-break 3,1191,424,0.35600335852225024,0.17173756308579669,1.0680100755667508,1610612739,Cleveland Cavaliers,2013-14,0.402,82
Corner 3,429,160,0.372960372960373,0.061860129776496034,1.118881118881119,1610612739,Cleveland Cavaliers,2013-14,0.402,82
Long mid (10–22),2145,859,0.40046620046620046,0.30930064888248016,0.8009324009324009,1610612739,Cleveland Cavaliers,2013-14,0.402,82
Rim (0–3),2064,1158,0.561046511627907,0.2976207642393655,1.683139534883721,1610612739,Cleveland Cavaliers,2013-14,0.402,82
Short mid (3–10),1106,435,0.3933092224231465,0.15948089401586157,1.1799276672694394,1610612739,Cleveland Cavaliers,2013-14,0.402,82
Above-break 3,971,367,0.3779608650875386,0.1440439103990506,1.133882595262616,1610612740,New Orleans Pelicans,2013-14,0.415,82
Corner 3,312,119,0.3814102564102564,0.046283934134401426,1.1442307692307692,1610612740,New Orleans Pelicans,2013-14,0.415,82
Long mid (10–22),1877,770,0.41022908897176347,0.2784453345201009,0.8204581779435269,1610612740,New Orleans Pelicans,2013-14,0.415,82
Rim (0–3),2561,1457,0.5689183912534166,0.3799139593532117,1.7067551737602498,1610612740,New Orleans Pelicans,2013-14,0.415,82
Short mid (3–10),1020,388,0.3803921568627451,0.15131286159323543,1.1411764705882352,1610612740,New Orleans Pelicans,2013-14,0.415,82
Above-break 3,1105,378,0.3420814479638009,0.1685221900259265,1.0262443438914026,1610612741,Chicago Bulls,2013-14,0.585,82
Corner 3,334,127,0.38023952095808383,0.05093792893091353,1.1407185628742516,1610612741,Chicago Bulls,2013-14,0.585,82
Long mid (10–22),2101,813,0.3869585911470728,0.32042092420314167,0.7739171822941456,1610612741,Chicago Bulls,2013-14,0.585,82
Rim (0–3),2209,1245,0.5636034404708012,0.33689187128259873,1.6908103214124037,1610612741,Chicago Bulls,2013-14,0.585,82
Short mid (3–10),808,277,0.34282178217821785,0.12322708555741956,1.0284653465346536,1610612741,Chicago Bulls,2013-14,0.585,82
Above-break 3,1477,558,0.3777928232904536,0.21584100540698525,1.133378469871361,1610612742,Dallas Mavericks,2013-14,0.598,82
Corner 3,386,162,0.41968911917098445,0.05640800818354523,1.2590673575129534,1610612742,Dallas Mavericks,2013-14,0.598,82
Long mid (10–22),1995,856,0.42907268170426066,0.2915387987724682,0.8581453634085213,1610612742,Dallas Mavericks,2013-14,0.598,82
Rim (0–3),2000,1274,0.637,0.29226947245360224,1.911,1610612742,Dallas Mavericks,2013-14,0.598,82
Short mid (3–10),985,398,0.4040609137055838,0.1439427151833991,1.2121827411167514,1610612742,Dallas Mavericks,2013-14,0.598,82
Above-break 3,1448,497,0.343232044198895,0.2062384275744196,1.0296961325966851,1610612743,Denver Nuggets,2013-14,0.439,82
Corner 3,491,205,0.4175152749490835,0.06993305796895029,1.2525458248472505,1610612743,Denver Nuggets,2013-14,0.439,82
Long mid (10–22),1531,559,0.3651208360548661,0.21806010539809145,0.7302416721097322,1610612743,Denver Nuggets,2013-14,0.439,82
Rim (0–3),2482,1508,0.6075745366639806,0.35351089588377727,1.822723609991942,1610612743,Denver Nuggets,2013-14,0.439,82
Short mid (3–10),1069,378,0.35360149672591207,0.15225751317476144,1.0608044901777363,1610612743,Denver Nuggets,2013-14,0.439,82
Above-break 3,1514,568,0.3751651254953765,0.21678121420389462,1.1254953764861295,1610612744,Golden State Warriors,2013-14,0.622,82
Corner 3,502,206,0.4103585657370518,0.07187857961053837,1.2310756972111554,1610612744,Golden State Warriors,2013-14,0.622,82
Long mid (10–22),1754,713,0.4064994298745724,0.2511454753722795,0.8129988597491448,1610612744,Golden State Warriors,2013-14,0.622,82
Rim (0–3),2089,1295,0.6199138343705122,0.2991122565864834,1.8597415031115365,1610612744,Golden State Warriors,2013-14,0.622,82
Short mid (3–10),1125,454,0.40355555555555556,0.16108247422680413,1.2106666666666666,1610612744,Golden State Warriors,2013-14,0.622,82
Above-break 3,1645,573,0.34832826747720363,0.24969641772920462,1.0449848024316108,1610612745,Houston Rockets,2013-14,0.659,82
Corner 3,519,201,0.3872832369942196,0.07877959927140255,1.1618497109826589,1610612745,Houston Rockets,2013-14,0.659,82
Long mid (10–22),700,247,0.35285714285714287,0.10625379477838494,0.7057142857142857,1610612745,Houston Rockets,2013-14,0.659,82
Rim (0–3),2621,1638,0.6249523082792827,0.3978445658773528,1.8748569248378482,1610612745,Houston Rockets,2013-14,0.659,82
Short mid (3–10),1103,454,0.41160471441523117,0.16742562234365513,1.2348141432456936,1610612745,Houston Rockets,2013-14,0.659,82
Above-break 3,1357,451,0.3323507737656595,0.20124573631914577,0.9970523212969786,1610612746,Los Angeles Clippers,2013-14,0.695,82
Corner 3,591,239,0.40439932318104904,0.087646448168471,1.2131979695431472,1610612746,Los Angeles Clippers,2013-14,0.695,82
Long mid (10–22),1987,827,0.41620533467539006,0.29467596025507936,0.8324106693507801,1610612746,Los Angeles Clippers,2013-14,0.695,82
Rim (0–3),2088,1414,0.6772030651340997,0.3096544564733798,2.0316091954022992,1610612746,Los Angeles Clippers,2013-14,0.695,82
Short mid (3–10),720,274,0.38055555555555554,0.10677739878392407,1.1416666666666666,1610612746,Los Angeles Clippers,2013-14,0.695,82
Above-break 3,1511,566,0.3745863666446062,0.21684845005740527,1.1237590999338187,1610612747,Los Angeles Lakers,2013-14,0.329,82
Corner 3,509,207,0.4066797642436149,0.07304822043628013,1.2200392927308448,1610612747,Los Angeles Lakers,2013-14,0.329,82
Long mid (10–22),1868,711,0.3806209850107066,0.2680826636050517,0.7612419700214133,1610612747,Los Angeles Lakers,2013-14,0.329,82
Rim (0–3),2035,1248,0.6132678132678133,0.29204936854190583,1.83980343980344,1610612747,Los Angeles Lakers,2013-14,0.329,82
Short mid (3–10),1045,406,0.38851674641148326,0.14997129735935705,1.1655502392344497,1610612747,Los Angeles Lakers,2013-14,0.329,82
Above-break 3,1128,366,0.324468085106383,0.17999042604116802,0.9734042553191489,1610612748,Miami Heat,2013-14,0.659,82
Corner 3,697,298,0.42754662840746055,0.11121748843146641,1.2826398852223817,1610612748,Miami Heat,2013-14,0.659,82
Long mid (10–22),1515,642,0.42376237623762375,0.24174246050741982,0.8475247524752475,1610612748,Miami Heat,2013-14,0.659,82
Rim (0–3),2241,1523,0.6796073181615351,0.3575873623743418,2.038821954484605,1610612748,Miami Heat,2013-14,0.659,82
Short mid (3–10),686,312,0.45481049562682213,0.10946226264560396,1.3644314868804663,1610612748,Miami Heat,2013-14,0.659,82
Above-break 3,1244,437,0.3512861736334405,0.1848439821693908,1.0538585209003215,1610612749,Milwaukee Bucks,2013-14,0.183,82
Corner 3,303,111,0.36633663366336633,0.0450222882615156,1.099009900990099,1610612749,Milwaukee Bucks,2013-14,0.183,82
Long mid (10–22),1839,721,0.39206090266449156,0.27325408618127783,0.7841218053289831,1610612749,Milwaukee Bucks,2013-14,0.183,82
Rim (0–3),2351,1326,0.5640153126329222,0.3493313521545319,1.6920459378987665,1610612749,Milwaukee Bucks,2013-14,0.183,82
Short mid (3–10),993,357,0.3595166163141994,0.1475482912332838,1.0785498489425982,1610612749,Milwaukee Bucks,2013-14,0.183,82
Above-break 3,1340,465,0.34701492537313433,0.18717698002514319,1.041044776119403,1610612750,Minnesota Timberwolves,2013-14,0.488,82
Corner 3,401,133,0.3316708229426434,0.056013409694091354,0.9950124688279302,1610612750,Minnesota Timberwolves,2013-14,0.488,82
Long mid (10–22),1799,639,0.35519733185102836,0.2512920798994273,0.7103946637020567,1610612750,Minnesota Timberwolves,2013-14,0.488,82
Rim (0–3),2655,1587,0.5977401129943503,0.37086185221399637,1.7932203389830508,1610612750,Minnesota Timberwolves,2013-14,0.488,82
Short mid (3–10),964,363,0.37655601659751037,0.1346556781673418,1.129668049792531,1610612750,Minnesota Timberwolves,2013-14,0.488,82
Above-break 3,1421,518,0.3645320197044335,0.2230769230769231,1.0935960591133005,1610612751,Brooklyn Nets,2013-14,0.537,82
Corner 3,480,190,0.3958333333333333,0.07535321821036106,1.1875,1610612751,Brooklyn Nets,2013-14,0.537,82
Long mid (10–22),1617,668,0.4131106988249845,0.25384615384615383,0.826221397649969,1610612751,Brooklyn Nets,2013-14,0.537,82
Rim (0–3),1858,1136,0.6114101184068891,0.29167974882260594,1.8342303552206674,1610612751,Brooklyn Nets,2013-14,0.537,82
Short mid (3–10),994,418,0.42052313883299797,0.15604395604395604,1.261569416498994,1610612751,Brooklyn Nets,2013-14,0.537,82
Above-break 3,1588,588,0.3702770780856423,0.23637987496278653,1.1108312342569269,1610612752,New York Knicks,2013-14,0.451,82
Corner 3,431,171,0.39675174013921116,0.06415599880916939,1.1902552204176335,1610612752,New York Knicks,2013-14,0.451,82
Long mid (10–22),2167,899,0.4148592524227042,0.3225662399523668,0.8297185048454084,1610612752,New York Knicks,2013-14,0.451,82
Rim (0–3),1890,1128,0.5968253968253968,0.2813337302768681,1.7904761904761903,1610612752,New York Knicks,2013-14,0.451,82
Short mid (3–10),642,241,0.37538940809968846,0.09556415599880917,1.1261682242990654,1610612752,New York Knicks,2013-14,0.451,82
Above-break 3,1122,398,0.35472370766488415,0.16578014184397163,1.0641711229946524,1610612753,Orlando Magic,2013-14,0.28,82
Corner 3,458,164,0.35807860262008734,0.06767139479905437,1.074235807860262,1610612753,Orlando Magic,2013-14,0.28,82
Long mid (10–22),2178,889,0.4081726354453627,0.32180851063829785,0.8163452708907254,1610612753,Orlando Magic,2013-14,0.28,82
Rim (0–3),2062,1203,0.5834141610087293,0.3046690307328605,1.750242483026188,1610612753,Orlando Magic,2013-14,0.28,82
Short mid (3–10),948,367,0.3871308016877637,0.1400709219858156,1.1613924050632911,1610612753,Orlando Magic,2013-14,0.28,82
Above-break 3,1135,389,0.34273127753303967,0.1730710582494663,1.028193832599119,1610612754,Indiana Pacers,2013-14,0.683,82
Corner 3,392,161,0.4107142857142857,0.05977432143946325,1.2321428571428572,1610612754,Indiana Pacers,2013-14,0.683,82
Long mid (10–22),2020,835,0.41336633663366334,0.30802073802988716,0.8267326732673267,1610612754,Indiana Pacers,2013-14,0.683,82
Rim (0–3),1910,1129,0.5910994764397905,0.2912473315035072,1.7732984293193716,1610612754,Indiana Pacers,2013-14,0.683,82
Short mid (3–10),1101,435,0.39509536784741145,0.1678865507776761,1.1852861035422344,1610612754,Indiana Pacers,2013-14,0.683,82
Above-break 3,1465,453,0.30921501706484644,0.20532585844428872,0.9276450511945393,1610612755,Philadelphia 76ers,2013-14,0.232,82
Corner 3,367,121,0.329700272479564,0.051436580238262086,0.989100817438692,1610612755,Philadelphia 76ers,2013-14,0.232,82
Long mid (10–22),1336,501,0.375,0.18724597056762438,0.75,1610612755,Philadelphia 76ers,2013-14,0.232,82
Rim (0–3),2888,1640,0.5678670360110804,0.40476524176594253,1.703601108033241,1610612755,Philadelphia 76ers,2013-14,0.232,82
Short mid (3–10),1079,390,0.3614457831325301,0.15122634898388226,1.0843373493975903,1610612755,Philadelphia 76ers,2013-14,0.232,82
Above-break 3,1467,534,0.36400817995910023,0.21488208583565255,1.0920245398773007,1610612756,Phoenix Suns,2013-14,0.585,82
Corner 3,570,230,0.40350877192982454,0.08349201699135785,1.2105263157894737,1610612756,Phoenix Suns,2013-14,0.585,82
Long mid (10–22),1670,688,0.4119760479041916,0.2446169620623993,0.8239520958083832,1610612756,Phoenix Suns,2013-14,0.585,82
Rim (0–3),2188,1370,0.6261425959780622,0.3204921634685806,1.8784277879341866,1610612756,Phoenix Suns,2013-14,0.585,82
Short mid (3–10),932,349,0.37446351931330474,0.13651677164200968,1.1233905579399142,1610612756,Phoenix Suns,2013-14,0.585,82
Above-break 3,1521,562,0.3694937541091387,0.21350364963503649,1.108481262327416,1610612757,Portland Trail Blazers,2013-14,0.659,82
Corner 3,542,208,0.3837638376383764,0.07608085345311623,1.151291512915129,1610612757,Portland Trail Blazers,2013-14,0.659,82
Long mid (10–22),2161,885,0.4095326237852846,0.3033408197641774,0.8190652475705692,1610612757,Portland Trail Blazers,2013-14,0.659,82
Rim (0–3),2021,1222,0.6046511627906976,0.2836889387984278,1.813953488372093,1610612757,Portland Trail Blazers,2013-14,0.659,82
Short mid (3–10),879,330,0.37542662116040953,0.123385738349242,1.1262798634812285,1610612757,Portland Trail Blazers,2013-14,0.659,82
Above-break 3,1159,376,0.3244176013805004,0.17150044391831903,0.9732528041415012,1610612758,Sacramento Kings,2013-14,0.341,82
Corner 3,308,114,0.37012987012987014,0.04557561408700799,1.1103896103896105,1610612758,Sacramento Kings,2013-14,0.341,82
Long mid (10–22),1888,743,0.3935381355932203,0.2793725954424386,0.7870762711864406,1610612758,Sacramento Kings,2013-14,0.341,82
Rim (0–3),2089,1297,0.6208712302537099,0.3091151228174016,1.8626136907611297,1610612758,Sacramento Kings,2013-14,0.341,82
Short mid (3–10),1314,495,0.3767123287671233,0.1944362237348328,1.13013698630137,1610612758,Sacramento Kings,2013-14,0.341,82
Above-break 3,1210,479,0.3958677685950413,0.17710772833723654,1.1876033057851239,1610612759,San Antonio Spurs,2013-14,0.756,82
Corner 3,535,219,0.4093457943925234,0.07830796252927401,1.2280373831775702,1610612759,San Antonio Spurs,2013-14,0.756,82
Long mid (10–22),1765,721,0.4084985835694051,0.25834309133489464,0.8169971671388102,1610612759,San Antonio Spurs,2013-14,0.756,82
Rim (0–3),2213,1433,0.6475372797107998,0.3239168618266979,1.9426118391323994,1610612759,San Antonio Spurs,2013-14,0.756,82
Short mid (3–10),1109,474,0.42741208295761945,0.16232435597189696,1.2822362488728585,1610612759,San Antonio Spurs,2013-14,0.756,82
Above-break 3,1375,507,0.36872727272727274,0.20328208160851566,1.1061818181818182,1610612760,Oklahoma City Thunder,2013-14,0.72,82
Corner 3,447,157,0.3512304250559284,0.06608515671200473,1.0536912751677852,1610612760,Oklahoma City Thunder,2013-14,0.72,82
Long mid (10–22),1919,808,0.42105263157894735,0.28370786516853935,0.8421052631578947,1610612760,Oklahoma City Thunder,2013-14,0.72,82
Rim (0–3),2116,1342,0.6342155009451795,0.3128326434062685,1.9026465028355386,1610612760,Oklahoma City Thunder,2013-14,0.72,82
Short mid (3–10),907,380,0.4189636163175303,0.1340922531046718,1.256890848952591,1610612760,Oklahoma City Thunder,2013-14,0.72,82
Above-break 3,1375,502,0.3650909090909091,0.2051014319809069,1.0952727272727272,1610612761,Toronto Raptors,2013-14,0.585,82
Corner 3,528,209,0.3958333333333333,0.07875894988066826,1.1875,1610612761,Toronto Raptors,2013-14,0.585,82
Long mid (10–22),1809,688,0.38032061912658927,0.26983890214797135,0.7606412382531785,1610612761,Toronto Raptors,2013-14,0.585,82
Rim (0–3),1851,1124,0.6072393300918423,0.2761038186157518,1.821717990275527,1610612761,Toronto Raptors,2013-14,0.585,82
Short mid (3–10),1141,467,0.4092900964066608,0.17019689737470167,1.2278702892199824,1610612761,Toronto Raptors,2013-14,0.585,82
Above-break 3,1158,391,0.3376511226252159,0.17468698144516517,1.0129533678756477,1610612762,Utah Jazz,2013-14,0.305,82
Corner 3,396,152,0.3838383838383838,0.0597375169708855,1.1515151515151514,1610612762,Utah Jazz,2013-14,0.305,82
Long mid (10–22),1932,712,0.36853002070393376,0.2914466737064414,0.7370600414078675,1610612762,Utah Jazz,2013-14,0.305,82
Rim (0–3),2106,1305,0.6196581196581197,0.3176949766178911,1.858974358974359,1610612762,Utah Jazz,2013-14,0.305,82
Short mid (3–10),1037,391,0.3770491803278688,0.15643385125961684,1.1311475409836065,1610612762,Utah Jazz,2013-14,0.305,82
Above-break 3,805,284,0.3527950310559006,0.12004175365344467,1.058385093167702,1610612763,Memphis Grizzlies,2013-14,0.61,82
Corner 3,325,120,0.36923076923076925,0.0484640620339994,1.1076923076923078,1610612763,Memphis Grizzlies,2013-14,0.61,82
Long mid (10–22),1929,771,0.39968895800933124,0.2876528481956457,0.7993779160186625,1610612763,Memphis Grizzlies,2013-14,0.61,82
Rim (0–3),2259,1371,0.6069057104913679,0.33686251118401433,1.8207171314741037,1610612763,Memphis Grizzlies,2013-14,0.61,82
Short mid (3–10),1388,575,0.4142651296829971,0.2069788249328959,1.2427953890489913,1610612763,Memphis Grizzlies,2013-14,0.61,82
Above-break 3,1156,431,0.3728373702422145,0.16743916570104286,1.1185121107266436,1610612764,Washington Wizards,2013-14,0.537,82
Corner 3,533,215,0.40337711069418386,0.0772016222479722,1.2101313320825515,1610612764,Washington Wizards,2013-14,0.537,82
Long mid (10–22),2250,854,0.37955555555555553,0.3258980301274623,0.7591111111111111,1610612764,Washington Wizards,2013-14,0.537,82
Rim (0–3),2107,1355,0.643094447081158,0.30518539976825027,1.9292833412434742,1610612764,Washington Wizards,2013-14,0.537,82
Short mid (3–10),858,321,0.3741258741258741,0.12427578215527231,1.1223776223776223,1610612764,Washington Wizards,2013-14,0.537,82
Above-break 3,1152,344,0.2986111111111111,0.16227637695450065,0.8958333333333333,1610612765,Detroit Pistons,2013-14,0.354,82
Corner 3,403,162,0.40198511166253104,0.056768558951965066,1.205955334987593,1610612765,Detroit Pistons,2013-14,0.354,82
Long mid (10–22),1538,542,0.35240572171651496,0.2166502324271024,0.7048114434330299,1610612765,Detroit Pistons,2013-14,0.354,82
Rim (0–3),2826,1721,0.6089879688605804,0.3980842372165094,1.8269639065817411,1610612765,Detroit Pistons,2013-14,0.354,82
Short mid (3–10),1180,412,0.34915254237288135,0.16622059444992252,1.047457627118644,1610612765,Detroit Pistons,2013-14,0.354,82
Above-break 3,1137,398,0.3500439753737907,0.16944858420268255,1.050131926121372,1610612766,Charlotte Hornets,2013-14,0.524,82
Corner 3,314,118,0.37579617834394907,0.046795827123695975,1.127388535031847,1610612766,Charlotte Hornets,2013-14,0.524,82
Long mid (10–22),2184,810,0.3708791208791209,0.3254843517138599,0.7417582417582418,1610612766,Charlotte Hornets,2013-14,0.524,82
Rim (0–3),2137,1251,0.5854000935891437,0.31847988077496275,1.756200280767431,1610612766,Charlotte Hornets,2013-14,0.524,82
Short mid (3–10),938,399,0.4253731343283582,0.13979135618479882,1.2761194029850746,1610612766,Charlotte Hornets,2013-14,0.524,82
Above-break 3,1548,565,0.3649870801033592,0.23118279569892472,1.0949612403100775,1610612737,Atlanta Hawks,2014-15,0.732,82
Corner 3,601,253,0.4209650582362729,0.08975507765830347,1.2628951747088186,1610612737,Atlanta Hawks,2014-15,0.732,82
Long mid (10–22),1455,622,0.4274914089347079,0.21729390681003585,0.8549828178694158,1610612737,Atlanta Hawks,2014-15,0.732,82
Rim (0–3),2153,1307,0.6070599163957269,0.3215352449223417,1.8211797491871806,1610612737,Atlanta Hawks,2014-15,0.732,82
Short mid (3–10),939,374,0.39829605963791265,0.14023297491039427,1.194888178913738,1610612737,Atlanta Hawks,2014-15,0.732,82
Above-break 3,1573,500,0.3178639542275906,0.21868483247601836,0.9535918626827719,1610612738,Boston Celtics,2014-15,0.488,82
Corner 3,430,160,0.37209302325581395,0.059780341999165855,1.1162790697674418,1610612738,Boston Celtics,2014-15,0.488,82
Long mid (10–22),2057,857,0.41662615459406904,0.2859724732378702,0.8332523091881381,1610612738,Boston Celtics,2014-15,0.488,82
Rim (0–3),2233,1336,0.5982982534706672,0.3104407062421799,1.7948947604120016,1610612738,Boston Celtics,2014-15,0.488,82
Short mid (3–10),900,340,0.37777777777777777,0.12512164604476575,1.1333333333333333,1610612738,Boston Celtics,2014-15,0.488,82
Above-break 3,1585,580,0.3659305993690852,0.23533778767631774,1.0977917981072556,1610612739,Cleveland Cavaliers,2014-15,0.646,82
Corner 3,665,244,0.3669172932330827,0.09873793615441723,1.1007518796992481,1610612739,Cleveland Cavaliers,2014-15,0.646,82
Long mid (10–22),1347,560,0.41573867854491464,0.2,0.8314773570898293,1610612739,Cleveland Cavaliers,2014-15,0.646,82
Rim (0–3),2157,1338,0.6203059805285118,0.32026726057906457,1.8609179415855355,1610612739,Cleveland Cavaliers,2014-15,0.646,82
Short mid (3–10),981,365,0.3720693170234455,0.14565701559020044,1.1162079510703364,1610612739,Cleveland Cavaliers,2014-15,0.646,82
Above-break 3,1176,425,0.36139455782312924,0.17355371900826447,1.0841836734693877,1610612740,New Orleans Pelicans,2014-15,0.549,82
Corner 3,388,160,0.41237113402061853,0.05726092089728453,1.2371134020618557,1610612740,New Orleans Pelicans,2014-15,0.549,82
Long mid (10–22),1731,689,0.3980358174465627,0.2554604486422668,0.7960716348931254,1610612740,New Orleans Pelicans,2014-15,0.549,82
Rim (0–3),2645,1500,0.5671077504725898,0.3903482880755608,1.7013232514177692,1610612740,New Orleans Pelicans,2014-15,0.549,82
Short mid (3–10),836,333,0.39832535885167464,0.12337662337662338,1.194976076555024,1610612740,New Orleans Pelicans,2014-15,0.549,82
Above-break 3,1401,483,0.34475374732334046,0.20666765009588434,1.0342612419700214,1610612741,Chicago Bulls,2014-15,0.61,82
Corner 3,407,161,0.3955773955773956,0.0600383537394896,1.1867321867321867,1610612741,Chicago Bulls,2014-15,0.61,82
Long mid (10–22),1686,656,0.38908659549228947,0.2487092491517923,0.7781731909845789,1610612741,Chicago Bulls,2014-15,0.61,82
Rim (0–3),2355,1322,0.5613588110403397,0.34739637114618677,1.6840764331210192,1610612741,Chicago Bulls,2014-15,0.61,82
Short mid (3–10),930,377,0.4053763440860215,0.137188375866647,1.2161290322580647,1610612741,Chicago Bulls,2014-15,0.61,82
Above-break 3,1583,538,0.33986102337334173,0.22530600626245376,1.0195830701200252,1610612742,Dallas Mavericks,2014-15,0.61,82
Corner 3,490,193,0.39387755102040817,0.06974096214062055,1.1816326530612244,1610612742,Dallas Mavericks,2014-15,0.61,82
Long mid (10–22),1831,767,0.4188967777170945,0.26060347281525764,0.837793555434189,1610612742,Dallas Mavericks,2014-15,0.61,82
Rim (0–3),2242,1411,0.6293487957181089,0.3191004839168802,1.8880463871543265,1610612742,Dallas Mavericks,2014-15,0.61,82
Short mid (3–10),880,345,0.39204545454545453,0.12524907486478792,1.1761363636363635,1610612742,Dallas Mavericks,2014-15,0.61,82
Above-break 3,1518,493,0.32476943346508563,0.21272421524663676,0.9743083003952568,1610612743,Denver Nuggets,2014-15,0.366,82
Corner 3,493,167,0.33874239350912777,0.06908632286995516,1.0162271805273833,1610612743,Denver Nuggets,2014-15,0.366,82
Long mid (10–22),1650,633,0.3836363636363636,0.2312219730941704,0.7672727272727272,1610612743,Denver Nuggets,2014-15,0.366,82
Rim (0–3),2415,1428,0.591304347826087,0.3384248878923767,1.7739130434782608,1610612743,Denver Nuggets,2014-15,0.366,82
Short mid (3–10),1060,377,0.35566037735849054,0.148542600896861,1.0669811320754716,1610612743,Denver Nuggets,2014-15,0.366,82
Above-break 3,1686,653,0.38730723606168443,0.23699746977790273,1.1619217081850532,1610612744,Golden State Warriors,2014-15,0.817,82
Corner 3,508,230,0.452755905511811,0.0714084903008153,1.3582677165354329,1610612744,Golden State Warriors,2014-15,0.817,82
Long mid (10–22),1713,709,0.4138937536485698,0.2407928029238122,0.8277875072971396,1610612744,Golden State Warriors,2014-15,0.817,82
Rim (0–3),2234,1448,0.64816472694718,0.31402867585043576,1.94449418084154,1610612744,Golden State Warriors,2014-15,0.817,82
Short mid (3–10),973,370,0.3802672147995889,0.136772561147034,1.1408016443987667,1610612744,Golden State Warriors,2014-15,0.817,82
Above-break 3,1765,581,0.3291784702549575,0.2589875275128393,0.9875354107648725,1610612745,Houston Rockets,2014-15,0.683,82
Corner 3,899,352,0.39154616240266965,0.13191489361702127,1.174638487208009,1610612745,Houston Rockets,2014-15,0.683,82
Long mid (10–22),722,247,0.34210526315789475,0.10594277329420396,0.6842105263157895,1610612745,Houston Rockets,2014-15,0.683,82
Rim (0–3),2366,1428,0.6035502958579881,0.34717534849596476,1.8106508875739644,1610612745,Houston Rockets,2014-15,0.683,82
Short mid (3–10),1063,424,0.3988711194731891,0.15597945707997066,1.1966133584195673,1610612745,Houston Rockets,2014-15,0.683,82
Above-break 3,1591,589,0.3702074167190446,0.2333871204342086,1.110622250157134,1610612746,Los Angeles Clippers,2014-15,0.683,82
Corner 3,598,237,0.3963210702341137,0.08772187179111046,1.1889632107023411,1610612746,Los Angeles Clippers,2014-15,0.683,82
Long mid (10–22),2088,916,0.4386973180076628,0.30629309080240574,0.8773946360153256,1610612746,Los Angeles Clippers,2014-15,0.683,82
Rim (0–3),1847,1202,0.6507850568489443,0.27094029631802846,1.952355170546833,1610612746,Los Angeles Clippers,2014-15,0.683,82
Short mid (3–10),693,283,0.4083694083694084,0.10165762065424673,1.225108225108225,1610612746,Los Angeles Clippers,2014-15,0.683,82
Above-break 3,1248,417,0.33413461538461536,0.17795522600884073,1.002403846153846,1610612747,Los Angeles Lakers,2014-15,0.256,82
Corner 3,291,115,0.3951890034364261,0.041494367603022955,1.1855670103092784,1610612747,Los Angeles Lakers,2014-15,0.256,82
Long mid (10–22),2466,906,0.36739659367396593,0.3516326821616997,0.7347931873479319,1610612747,Los Angeles Lakers,2014-15,0.256,82
Rim (0–3),2114,1288,0.609271523178808,0.3014401825181805,1.8278145695364238,1610612747,Los Angeles Lakers,2014-15,0.256,82
Short mid (3–10),894,328,0.3668903803131991,0.1274775417082561,1.1006711409395973,1610612747,Los Angeles Lakers,2014-15,0.256,82
Above-break 3,1100,353,0.3209090909090909,0.17427122940430925,0.9627272727272728,1610612748,Miami Heat,2014-15,0.451,82
Corner 3,541,202,0.3733826247689464,0.08570975918884664,1.1201478743068392,1610612748,Miami Heat,2014-15,0.451,82
Long mid (10–22),1821,733,0.4025260845689182,0.2884980988593156,0.8050521691378364,1610612748,Miami Heat,2014-15,0.451,82
Rim (0–3),2023,1248,0.6169055857637172,0.32050063371356147,1.8507167572911518,1610612748,Miami Heat,2014-15,0.451,82
Short mid (3–10),827,348,0.4207980652962515,0.13102027883396705,1.2623941958887546,1610612748,Miami Heat,2014-15,0.451,82
Above-break 3,1003,348,0.3469591226321037,0.1493003870199464,1.0408773678963112,1610612749,Milwaukee Bucks,2014-15,0.5,82
