zone,FGA,FGM,FG_PCT,FREQ,PPS,TEAM_ID,TEAM_NAME,SEASON,W_PCT,GP
Above-break 3,1880,682,0.3627659574468085,0.26378560404097096,1.0882978723404255,1610612757,Portland Trail Blazers,2017-18,0.598,82
Corner 3,424,163,0.38443396226415094,0.05949207240072962,1.1533018867924527,1610612757,Portland Trail Blazers,2017-18,0.598,82
Long mid (10–22),1554,653,0.4202059202059202,0.2180440578083345,0.8404118404118404,1610612757,Portland Trail Blazers,2017-18,0.598,82
Rim (0–3),2273,1320,0.5807303123625165,0.3189280202048548,1.7421909370875495,1610612757,Portland Trail Blazers,2017-18,0.598,82
Short mid (3–10),996,404,0.40562248995983935,0.13975024554511015,1.216867469879518,1610612757,Portland Trail Blazers,2017-18,0.598,82
Above-break 3,1511,561,0.37127729980145596,0.21493598862019914,1.1138318994043679,1610612758,Sacramento Kings,2017-18,0.329,82
Corner 3,423,174,0.41134751773049644,0.060170697012802275,1.2340425531914894,1610612758,Sacramento Kings,2017-18,0.329,82
Long mid (10–22),1796,720,0.40089086859688194,0.2554765291607397,0.8017817371937639,1610612758,Sacramento Kings,2017-18,0.329,82
Rim (0–3),1969,1218,0.6185881157948198,0.28008534850640115,1.8557643473844592,1610612758,Sacramento Kings,2017-18,0.329,82
Short mid (3–10),1331,503,0.3779113448534936,0.18933143669985775,1.1337340345604807,1610612758,Sacramento Kings,2017-18,0.329,82
Above-break 3,1482,503,0.33940620782726044,0.21235133973348616,1.0182186234817814,1610612759,San Antonio Spurs,2017-18,0.573,82
Corner 3,475,191,0.40210526315789474,0.06806132683765583,1.2063157894736842,1610612759,San Antonio Spurs,2017-18,0.573,82
Long mid (10–22),1832,736,0.4017467248908297,0.26250179108754834,0.8034934497816594,1610612759,San Antonio Spurs,2017-18,0.573,82
Rim (0–3),2029,1295,0.6382454411039921,0.29072933084969194,1.9147363233119763,1610612759,San Antonio Spurs,2017-18,0.573,82
Short mid (3–10),1161,475,0.409130060292851,0.16635621149161772,1.227390180878553,1610612759,San Antonio Spurs,2017-18,0.573,82
Above-break 3,1852,649,0.35043196544276456,0.2573652028904947,1.0512958963282937,1610612760,Oklahoma City Thunder,2017-18,0.585,82
Corner 3,615,229,0.3723577235772358,0.08546414674819344,1.1170731707317074,1610612760,Oklahoma City Thunder,2017-18,0.585,82
Long mid (10–22),1666,642,0.38535414165666265,0.23151750972762647,0.7707082833133253,1610612760,Oklahoma City Thunder,2017-18,0.585,82
Rim (0–3),2423,1496,0.6174164259182832,0.33671484157865483,1.8522492777548494,1610612760,Oklahoma City Thunder,2017-18,0.585,82
Short mid (3–10),640,252,0.39375,0.08893829905503058,1.18125,1610612760,Oklahoma City Thunder,2017-18,0.585,82
Above-break 3,1991,694,0.34856855851330987,0.2786564030790763,1.0457056755399297,1610612761,Toronto Raptors,2017-18,0.72,82
Corner 3,690,271,0.3927536231884058,0.09657102869139259,1.1782608695652175,1610612761,Toronto Raptors,2017-18,0.72,82
Long mid (10–22),1111,472,0.42484248424842486,0.15549335199440167,0.8496849684968497,1610612761,Toronto Raptors,2017-18,0.72,82
Rim (0–3),2374,1542,0.649536647009267,0.33226032190342897,1.9486099410278013,1610612761,Toronto Raptors,2017-18,0.72,82
Short mid (3–10),979,401,0.40960163432073543,0.1370188943317005,1.2288049029622063,1610612761,Toronto Raptors,2017-18,0.72,82
Above-break 3,1717,597,0.34769947582993593,0.2532448377581121,1.0430984274898079,1610612762,Utah Jazz,2017-18,0.585,82
Corner 3,692,289,0.41763005780346824,0.10206489675516224,1.2528901734104048,1610612762,Utah Jazz,2017-18,0.585,82
Long mid (10–22),1269,508,0.40031520882584715,0.18716814159292036,0.8006304176516943,1610612762,Utah Jazz,2017-18,0.585,82
Rim (0–3),2190,1411,0.6442922374429224,0.3230088495575221,1.9328767123287673,1610612762,Utah Jazz,2017-18,0.585,82
Short mid (3–10),912,333,0.3651315789473684,0.13451327433628318,1.0953947368421053,1610612762,Utah Jazz,2017-18,0.585,82
Above-break 3,1697,606,0.357100766057749,0.2510726438822311,1.071302298173247,1610612763,Memphis Grizzlies,2017-18,0.268,82
Corner 3,427,150,0.351288056206089,0.06317502589140406,1.053864168618267,1610612763,Memphis Grizzlies,2017-18,0.268,82
Long mid (10–22),1453,564,0.38816242257398487,0.21497262908714307,0.7763248451479697,1610612763,Memphis Grizzlies,2017-18,0.268,82
Rim (0–3),2321,1386,0.5971563981042654,0.3433939931942595,1.791469194312796,1610612763,Memphis Grizzlies,2017-18,0.268,82
Short mid (3–10),861,305,0.35423925667828104,0.12738570794496226,1.0627177700348431,1610612763,Memphis Grizzlies,2017-18,0.268,82
Above-break 3,1717,648,0.37740244612696566,0.24535581594741354,1.132207338380897,1610612764,Washington Wizards,2017-18,0.524,82
Corner 3,436,166,0.38073394495412843,0.06230351529008288,1.1422018348623852,1610612764,Washington Wizards,2017-18,0.524,82
Long mid (10–22),1872,786,0.4198717948717949,0.2675050014289797,0.8397435897435898,1610612764,Washington Wizards,2017-18,0.524,82
Rim (0–3),1940,1239,0.6386597938144329,0.27722206344669903,1.9159793814432988,1610612764,Washington Wizards,2017-18,0.524,82
Short mid (3–10),1033,436,0.4220716360116166,0.14761360388682482,1.26621490803485,1610612764,Washington Wizards,2017-18,0.524,82
Above-break 3,1784,662,0.3710762331838565,0.25105544610188574,1.1132286995515694,1610612765,Detroit Pistons,2017-18,0.476,82
Corner 3,566,223,0.39399293286219084,0.07965099915564312,1.1819787985865724,1610612765,Detroit Pistons,2017-18,0.476,82
Long mid (10–22),1460,598,0.4095890410958904,0.20546017450042217,0.8191780821917808,1610612765,Detroit Pistons,2017-18,0.476,82
Rim (0–3),2125,1316,0.6192941176470588,0.29904306220095694,1.8578823529411763,1610612765,Detroit Pistons,2017-18,0.476,82
Short mid (3–10),1171,408,0.3484201537147737,0.16479031804109204,1.045260461144321,1610612765,Detroit Pistons,2017-18,0.476,82
Above-break 3,1849,692,0.37425635478637104,0.26101072840203277,1.122769064359113,1610612766,Charlotte Hornets,2017-18,0.439,82
Corner 3,362,132,0.36464088397790057,0.05110107284020327,1.0939226519337018,1610612766,Charlotte Hornets,2017-18,0.439,82
Long mid (10–22),1659,635,0.38276069921639544,0.2341897233201581,0.7655213984327909,1610612766,Charlotte Hornets,2017-18,0.439,82
Rim (0–3),2172,1329,0.611878453038674,0.30660643704121965,1.8356353591160222,1610612766,Charlotte Hornets,2017-18,0.439,82
Short mid (3–10),1042,409,0.3925143953934741,0.1470920383963862,1.1775431861804222,1610612766,Charlotte Hornets,2017-18,0.439,82
Above-break 3,2203,748,0.3395369950068089,0.29369417411011867,1.0186109850204268,1610612737,Atlanta Hawks,2018-19,0.354,82
Corner 3,808,316,0.3910891089108911,0.10771897080389281,1.1732673267326734,1610612737,Atlanta Hawks,2018-19,0.354,82
Long mid (10–22),874,320,0.36613272311212813,0.11651779762698307,0.7322654462242563,1610612737,Atlanta Hawks,2018-19,0.354,82
Rim (0–3),2744,1676,0.6107871720116618,0.3658178909478736,1.8323615160349853,1610612737,Atlanta Hawks,2018-19,0.354,82
Short mid (3–10),872,329,0.37729357798165136,0.11625116651113185,1.1318807339449541,1610612737,Atlanta Hawks,2018-19,0.354,82
Above-break 3,2218,822,0.37060414788097384,0.2992041009038176,1.1118124436429215,1610612738,Boston Celtics,2018-19,0.598,82
Corner 3,602,210,0.3488372093023256,0.08120868744098206,1.0465116279069768,1610612738,Boston Celtics,2018-19,0.598,82
Long mid (10–22),1499,638,0.4256170780520347,0.20221232969108324,0.8512341561040694,1610612738,Boston Celtics,2018-19,0.598,82
Rim (0–3),2129,1371,0.6439643024894317,0.2871981653851342,1.9318929074682951,1610612738,Boston Celtics,2018-19,0.598,82
Short mid (3–10),965,410,0.42487046632124353,0.13017671657898286,1.2746113989637307,1610612738,Boston Celtics,2018-19,0.598,82
Above-break 3,1851,655,0.35386277687736356,0.2581950062770261,1.0615883306320906,1610612739,Cleveland Cavaliers,2018-19,0.232,82
Corner 3,524,191,0.36450381679389315,0.07309248151764541,1.0935114503816794,1610612739,Cleveland Cavaliers,2018-19,0.232,82
Long mid (10–22),1412,574,0.4065155807365439,0.1969591295857163,0.8130311614730878,1610612739,Cleveland Cavaliers,2018-19,0.232,82
Rim (0–3),2214,1322,0.5971093044263776,0.3088296833589064,1.7913279132791327,1610612739,Cleveland Cavaliers,2018-19,0.232,82
Short mid (3–10),1168,446,0.3818493150684932,0.16292369926070582,1.1455479452054795,1610612739,Cleveland Cavaliers,2018-19,0.232,82
Above-break 3,1898,650,0.3424657534246575,0.25162402227230546,1.0273972602739725,1610612740,New Orleans Pelicans,2018-19,0.402,82
Corner 3,531,186,0.3502824858757062,0.07039639400768925,1.0508474576271185,1610612740,New Orleans Pelicans,2018-19,0.402,82
Long mid (10–22),1066,421,0.3949343339587242,0.14132308100225374,0.7898686679174484,1610612740,New Orleans Pelicans,2018-19,0.402,82
Rim (0–3),2723,1762,0.6470804260007345,0.36099695081532546,1.9412412780022033,1610612740,New Orleans Pelicans,2018-19,0.402,82
Short mid (3–10),1325,556,0.41962264150943396,0.1756595519024261,1.2588679245283019,1610612740,New Orleans Pelicans,2018-19,0.402,82
Above-break 3,1618,548,0.33868974042027195,0.22516003339827442,1.0160692212608158,1610612741,Chicago Bulls,2018-19,0.268,82
Corner 3,486,195,0.4012345679012346,0.06763150570553855,1.2037037037037037,1610612741,Chicago Bulls,2018-19,0.268,82
Long mid (10–22),1358,508,0.374079528718704,0.1889785694405789,0.748159057437408,1610612741,Chicago Bulls,2018-19,0.268,82
Rim (0–3),2503,1503,0.6004794246903715,0.34831617033119955,1.8014382740711146,1610612741,Chicago Bulls,2018-19,0.268,82
Short mid (3–10),1221,510,0.4176904176904177,0.16991372112440858,1.253071253071253,1610612741,Chicago Bulls,2018-19,0.268,82
Above-break 3,2362,786,0.3327688399661304,0.3330043705061328,0.9983065198983911,1610612742,Dallas Mavericks,2018-19,0.402,82
Corner 3,611,235,0.38461538461538464,0.08614126603693782,1.153846153846154,1610612742,Dallas Mavericks,2018-19,0.402,82
Long mid (10–22),970,373,0.3845360824742268,0.1367545467362188,0.7690721649484537,1610612742,Dallas Mavericks,2018-19,0.402,82
Rim (0–3),2163,1405,0.6495607951918632,0.3049485408148879,1.9486823855755895,1610612742,Dallas Mavericks,2018-19,0.402,82
Short mid (3–10),987,382,0.38703140830800403,0.13915127590582263,1.1610942249240122,1610612742,Dallas Mavericks,2018-19,0.402,82
Above-break 3,2025,690,0.34074074074074073,0.27532290958531613,1.0222222222222221,1610612743,Denver Nuggets,2018-19,0.659,82
Corner 3,519,206,0.3969171483622351,0.07056424201223657,1.1907514450867052,1610612743,Denver Nuggets,2018-19,0.659,82
Long mid (10–22),1140,490,0.4298245614035088,0.1549966009517335,0.8596491228070176,1610612743,Denver Nuggets,2018-19,0.659,82
Rim (0–3),2377,1504,0.6327303323517038,0.3231815091774303,1.8981909970551114,1610612743,Denver Nuggets,2018-19,0.659,82
Short mid (3–10),1294,542,0.4188562596599691,0.1759347382732835,1.2565687789799074,1610612743,Denver Nuggets,2018-19,0.659,82
Above-break 3,2221,837,0.37685727149932463,0.3025473368750851,1.130571814497974,1610612744,Golden State Warriors,2018-19,0.695,82
Corner 3,583,248,0.42538593481989706,0.07941697316441902,1.2761578044596913,1610612744,Golden State Warriors,2018-19,0.695,82
Long mid (10–22),1775,841,0.47380281690140846,0.24179267129818827,0.9476056338028169,1610612744,Golden State Warriors,2018-19,0.695,82
Rim (0–3),2038,1381,0.6776251226692837,0.2776188530173001,2.032875368007851,1610612744,Golden State Warriors,2018-19,0.695,82
Short mid (3–10),724,303,0.4185082872928177,0.09862416564500749,1.2555248618784531,1610612744,Golden State Warriors,2018-19,0.695,82
Above-break 3,2773,975,0.3516047601875225,0.38783216783216784,1.0548142805625675,1610612745,Houston Rockets,2018-19,0.646,82
Corner 3,935,345,0.3689839572192513,0.13076923076923078,1.106951871657754,1610612745,Houston Rockets,2018-19,0.646,82
Long mid (10–22),466,207,0.44420600858369097,0.06517482517482517,0.8884120171673819,1610612745,Houston Rockets,2018-19,0.646,82
Rim (0–3),2166,1381,0.6375807940904894,0.30293706293706296,1.9127423822714682,1610612745,Houston Rockets,2018-19,0.646,82
Short mid (3–10),810,307,0.3790123456790123,0.11328671328671329,1.1370370370370368,1610612745,Houston Rockets,2018-19,0.646,82
Above-break 3,1627,626,0.3847572218807621,0.22739343116701607,1.1542716656422862,1610612746,Los Angeles Clippers,2018-19,0.585,82
Corner 3,468,193,0.41239316239316237,0.06540880503144654,1.2371794871794872,1610612746,Los Angeles Clippers,2018-19,0.585,82
Long mid (10–22),1366,567,0.4150805270863836,0.19091544374563243,0.8301610541727672,1610612746,Los Angeles Clippers,2018-19,0.585,82
Rim (0–3),2548,1543,0.6055729984301413,0.35611460517120896,1.8167189952904241,1610612746,Los Angeles Clippers,2018-19,0.585,82
Short mid (3–10),1146,453,0.39528795811518325,0.16016771488469603,1.1858638743455496,1610612746,Los Angeles Clippers,2018-19,0.585,82
Above-break 3,1961,650,0.3314635390107088,0.26464237516869094,0.9943906170321264,1610612747,Los Angeles Lakers,2018-19,0.451,82
Corner 3,566,197,0.3480565371024735,0.07638326585695007,1.0441696113074204,1610612747,Los Angeles Lakers,2018-19,0.451,82
Long mid (10–22),1074,431,0.40130353817504655,0.14493927125506073,0.8026070763500931,1610612747,Los Angeles Lakers,2018-19,0.451,82
Rim (0–3),2938,1899,0.646358066712049,0.39649122807017545,1.939074200136147,1610612747,Los Angeles Lakers,2018-19,0.451,82
Short mid (3–10),871,314,0.3605051664753157,0.11754385964912281,1.0815154994259473,1610612747,Los Angeles Lakers,2018-19,0.451,82
Above-break 3,1910,653,0.3418848167539267,0.26535148652403445,1.0256544502617801,1610612748,Miami Heat,2018-19,0.476,82
Corner 3,728,274,0.37637362637362637,0.10113920533481523,1.129120879120879,1610612748,Miami Heat,2018-19,0.476,82
Long mid (10–22),1062,391,0.3681732580037665,0.14754098360655737,0.736346516007533,1610612748,Miami Heat,2018-19,0.476,82
Rim (0–3),2395,1499,0.6258872651356994,0.3327313142539594,1.8776617954070982,1610612748,Miami Heat,2018-19,0.476,82
Short mid (3–10),1103,433,0.3925657298277425,0.1532370102806335,1.1776971894832275,1610612748,Miami Heat,2018-19,0.476,82
Above-break 3,2489,863,0.3467255926074729,0.33364611260053617,1.0401767778224187,1610612749,Milwaukee Bucks,2018-19,0.732,82
Corner 3,634,242,0.38170347003154576,0.08498659517426274,1.1451104100946372,1610612749,Milwaukee Bucks,2018-19,0.732,82
Long mid (10–22),796,326,0.40954773869346733,0.1067024128686327,0.8190954773869347,1610612749,Milwaukee Bucks,2018-19,0.732,82
Rim (0–3),2793,1850,0.6623702112423917,0.37439678284182304,1.9871106337271751,1610612749,Milwaukee Bucks,2018-19,0.732,82
Short mid (3–10),748,274,0.3663101604278075,0.1002680965147453,1.0989304812834226,1610612749,Milwaukee Bucks,2018-19,0.732,82
Above-break 3,1794,615,0.342809364548495,0.24054706355591313,1.028428093645485,1610612750,Minnesota Timberwolves,2018-19,0.439,82
Corner 3,540,207,0.38333333333333336,0.07240547063555913,1.1500000000000001,1610612750,Minnesota Timberwolves,2018-19,0.439,82
Long mid (10–22),1529,593,0.38783518639633746,0.20501474926253688,0.7756703727926749,1610612750,Minnesota Timberwolves,2018-19,0.439,82
Rim (0–3),2410,1515,0.6286307053941909,0.3231429337624028,1.8858921161825726,1610612750,Minnesota Timberwolves,2018-19,0.439,82
Short mid (3–10),1185,478,0.40337552742616034,0.1588897827835881,1.210126582278481,1610612750,Minnesota Timberwolves,2018-19,0.439,82
Above-break 3,2357,822,0.3487484089944845,0.3212922573609597,1.0462452269834535,1610612751,Brooklyn Nets,2018-19,0.512,82
Corner 3,587,218,0.37137989778534924,0.08001635768811341,1.1141396933560477,1610612751,Brooklyn Nets,2018-19,0.512,82
Long mid (10–22),853,336,0.3939038686987104,0.11627589967284624,0.7878077373974208,1610612751,Brooklyn Nets,2018-19,0.512,82
Rim (0–3),2528,1548,0.6123417721518988,0.3446019629225736,1.8370253164556964,1610612751,Brooklyn Nets,2018-19,0.512,82
Short mid (3–10),1011,370,0.3659742828882295,0.1378135223555071,1.0979228486646884,1610612751,Brooklyn Nets,2018-19,0.512,82
Above-break 3,1972,670,0.33975659229208927,0.27286564272865643,1.0192697768762677,1610612752,New York Knicks,2018-19,0.207,82
Corner 3,435,150,0.3448275862068966,0.06019095060190951,1.0344827586206897,1610612752,New York Knicks,2018-19,0.207,82
Long mid (10–22),1514,582,0.3844121532364597,0.20949218209492182,0.7688243064729194,1610612752,New York Knicks,2018-19,0.207,82
Rim (0–3),2456,1423,0.5793973941368078,0.33983672339836724,1.7381921824104234,1610612752,New York Knicks,2018-19,0.207,82
Short mid (3–10),850,306,0.36,0.11761450117614501,1.08,1610612752,New York Knicks,2018-19,0.207,82
Above-break 3,2078,734,0.3532242540904716,0.2854003570938058,1.0596727622714148,1610612753,Orlando Magic,2018-19,0.512,82
Corner 3,530,202,0.38113207547169814,0.07279219887378108,1.1433962264150943,1610612753,Orlando Magic,2018-19,0.512,82
Long mid (10–22),1573,626,0.3979656706929434,0.21604175250652383,0.7959313413858868,1610612753,Orlando Magic,2018-19,0.512,82
Rim (0–3),2092,1337,0.6391013384321224,0.2873231698942453,1.917304015296367,1610612753,Orlando Magic,2018-19,0.512,82
Short mid (3–10),1008,415,0.4117063492063492,0.138442521631644,1.2351190476190474,1610612753,Orlando Magic,2018-19,0.512,82
Above-break 3,1564,561,0.358695652173913,0.2196012356079753,1.076086956521739,1610612754,Indiana Pacers,2018-19,0.585,82
Corner 3,504,216,0.42857142857142855,0.07076663858466722,1.2857142857142856,1610612754,Indiana Pacers,2018-19,0.585,82
Long mid (10–22),1618,662,0.40914709517923364,0.2271833754563325,0.8182941903584673,1610612754,Indiana Pacers,2018-19,0.585,82
Rim (0–3),2489,1552,0.6235435918039374,0.34948048301039036,1.870630775411812,1610612754,Indiana Pacers,2018-19,0.585,82
Short mid (3–10),947,397,0.4192185850052798,0.13296826734063466,1.2576557550158394,1610612754,Indiana Pacers,2018-19,0.585,82
Above-break 3,1991,711,0.3571069814163737,0.27587640293750865,1.0713209442491212,1610612755,Philadelphia 76ers,2018-19,0.622,82
Corner 3,467,176,0.37687366167023556,0.06470832755992795,1.1306209850107067,1610612755,Philadelphia 76ers,2018-19,0.622,82
Long mid (10–22),1370,549,0.40072992700729926,0.18982956907302204,0.8014598540145985,1610612755,Philadelphia 76ers,2018-19,0.622,82
Rim (0–3),2361,1555,0.6586192291401949,0.32714424276014964,1.9758576874205847,1610612755,Philadelphia 76ers,2018-19,0.622,82
Short mid (3–10),1028,414,0.4027237354085603,0.1424414576693917,1.208171206225681,1610612755,Philadelphia 76ers,2018-19,0.622,82
Above-break 3,1794,592,0.32998885172798215,0.2510495382031906,0.9899665551839465,1610612756,Phoenix Suns,2018-19,0.232,82
Corner 3,589,196,0.33276740237691,0.08242373355723481,0.9983022071307299,1610612756,Phoenix Suns,2018-19,0.232,82
Long mid (10–22),1336,564,0.4221556886227545,0.18695773859501819,0.844311377245509,1610612756,Phoenix Suns,2018-19,0.232,82
Rim (0–3),2384,1506,0.6317114093959731,0.3336132101875175,1.8951342281879193,1610612756,Phoenix Suns,2018-19,0.232,82
Short mid (3–10),1043,428,0.4103547459252157,0.14595577945703891,1.231064237775647,1610612756,Phoenix Suns,2018-19,0.232,82
Above-break 3,2102,757,0.36013320647002856,0.2834412081984897,1.0803996194100858,1610612757,Portland Trail Blazers,2018-19,0.646,82
Corner 3,407,147,0.36117936117936117,0.05488133764832794,1.0835380835380835,1610612757,Portland Trail Blazers,2018-19,0.646,82
Long mid (10–22),1378,612,0.444121915820029,0.18581445523193096,0.888243831640058,1610612757,Portland Trail Blazers,2018-19,0.646,82
Rim (0–3),2678,1617,0.6038088125466766,0.3611111111111111,1.81142643764003,1610612757,Portland Trail Blazers,2018-19,0.646,82
Short mid (3–10),851,337,0.39600470035252644,0.11475188781014024,1.1880141010575793,1610612757,Portland Trail Blazers,2018-19,0.646,82
Above-break 3,1915,719,0.37545691906005224,0.25137831451824627,1.1263707571801567,1610612758,Sacramento Kings,2018-19,0.476,82
Corner 3,521,206,0.39539347408829173,0.0683906537148858,1.1861804222648753,1610612758,Sacramento Kings,2018-19,0.476,82
Long mid (10–22),1417,564,0.3980239943542696,0.18600682593856654,0.7960479887085392,1610612758,Sacramento Kings,2018-19,0.476,82
Rim (0–3),2464,1552,0.6298701298701299,0.3234444736151221,1.8896103896103897,1610612758,Sacramento Kings,2018-19,0.476,82
Short mid (3–10),1301,498,0.382782475019216,0.17077973221317932,1.148347425057648,1610612758,Sacramento Kings,2018-19,0.476,82
Above-break 3,1630,618,0.3791411042944785,0.22538716814159293,1.1374233128834355,1610612759,San Antonio Spurs,2018-19,0.585,82
Corner 3,425,194,0.45647058823529413,0.05876659292035398,1.3694117647058823,1610612759,San Antonio Spurs,2018-19,0.585,82
Long mid (10–22),2128,920,0.4323308270676692,0.2942477876106195,0.8646616541353384,1610612759,San Antonio Spurs,2018-19,0.585,82
Rim (0–3),1759,1146,0.6515065378055713,0.2432245575221239,1.954519613416714,1610612759,San Antonio Spurs,2018-19,0.585,82
Short mid (3–10),1290,590,0.4573643410852713,0.17837389380530974,1.372093023255814,1610612759,San Antonio Spurs,2018-19,0.585,82
Above-break 3,1930,658,0.34093264248704663,0.2513348092199505,1.0227979274611398,1610612760,Oklahoma City Thunder,2018-19,0.598,82
Corner 3,721,271,0.37586685159500693,0.09389243391066546,1.1276005547850207,1610612760,Oklahoma City Thunder,2018-19,0.598,82
Long mid (10–22),1293,476,0.3681361175560712,0.1683812996483917,0.7362722351121423,1610612760,Oklahoma City Thunder,2018-19,0.598,82
Rim (0–3),2785,1722,0.6183123877917415,0.3626774319572861,1.8549371633752245,1610612760,Oklahoma City Thunder,2018-19,0.598,82
Short mid (3–10),950,367,0.3863157894736842,0.12371402526370621,1.1589473684210527,1610612760,Oklahoma City Thunder,2018-19,0.598,82
Above-break 3,1962,677,0.34505606523955146,0.2692466035405517,1.0351681957186543,1610612761,Toronto Raptors,2018-19,0.707,82
Corner 3,791,337,0.42604298356510745,0.10854947166186359,1.2781289506953224,1610612761,Toronto Raptors,2018-19,0.707,82
Long mid (10–22),1128,489,0.43351063829787234,0.15479621243310004,0.8670212765957447,1610612761,Toronto Raptors,2018-19,0.707,82
Rim (0–3),2349,1501,0.6389953171562367,0.322354878550844,1.91698595146871,1610612761,Toronto Raptors,2018-19,0.707,82
Short mid (3–10),1057,455,0.4304635761589404,0.14505283381364073,1.2913907284768211,1610612761,Toronto Raptors,2018-19,0.707,82
Above-break 3,1934,675,0.3490175801447777,0.27389888117830336,1.047052740434333,1610612762,Utah Jazz,2018-19,0.61,82
Corner 3,838,317,0.37828162291169454,0.11868007364395979,1.1348448687350836,1610612762,Utah Jazz,2018-19,0.61,82
Long mid (10–22),853,344,0.40328253223915594,0.12080441863758674,0.8065650644783119,1610612762,Utah Jazz,2018-19,0.61,82
Rim (0–3),2544,1656,0.6509433962264151,0.3602889109191333,1.9528301886792452,1610612762,Utah Jazz,2018-19,0.61,82
Short mid (3–10),892,321,0.3598654708520179,0.12632771562101686,1.0795964125560538,1610612762,Utah Jazz,2018-19,0.61,82
Above-break 3,1778,603,0.3391451068616423,0.2573454913880446,1.017435320584927,1610612763,Memphis Grizzlies,2018-19,0.402,82
Corner 3,576,207,0.359375,0.08336951801997394,1.078125,1610612763,Memphis Grizzlies,2018-19,0.402,82
Long mid (10–22),1234,484,0.39222042139384117,0.17860761325806918,0.7844408427876823,1610612763,Memphis Grizzlies,2018-19,0.402,82
Rim (0–3),2166,1340,0.61865189289012,0.31350412505427705,1.8559556786703602,1610612763,Memphis Grizzlies,2018-19,0.402,82
Short mid (3–10),1155,478,0.41385281385281386,0.16717325227963525,1.2415584415584415,1610612763,Memphis Grizzlies,2018-19,0.402,82
Above-break 3,2092,700,0.33460803059273425,0.28369948467588824,1.0038240917782026,1610612764,Washington Wizards,2018-19,0.39,82
Corner 3,627,229,0.3652312599681021,0.08502847843775427,1.0956937799043063,1610612764,Washington Wizards,2018-19,0.39,82
Long mid (10–22),1291,500,0.3872966692486445,0.17507458638459453,0.774593338497289,1610612764,Washington Wizards,2018-19,0.39,82
Rim (0–3),2523,1681,0.6662703131193024,0.3421480878763222,1.9988109393579072,1610612764,Washington Wizards,2018-19,0.39,82
Short mid (3–10),841,345,0.4102259215219976,0.11404936262544074,1.2306777645659928,1610612764,Washington Wizards,2018-19,0.39,82
Above-break 3,2064,703,0.34060077519379844,0.2863882336617178,1.0218023255813953,1610612765,Detroit Pistons,2018-19,0.5,82
Corner 3,759,289,0.380764163372859,0.10531427778548633,1.1422924901185771,1610612765,Detroit Pistons,2018-19,0.5,82
Long mid (10–22),958,372,0.3883089770354906,0.13292632163174692,0.7766179540709812,1610612765,Detroit Pistons,2018-19,0.5,82
Rim (0–3),2284,1387,0.6072679509632224,0.3169141112806993,1.8218038528896672,1610612765,Detroit Pistons,2018-19,0.5,82
Short mid (3–10),1142,433,0.37915936952714535,0.15845705564034965,1.137478108581436,1610612765,Detroit Pistons,2018-19,0.5,82
Above-break 3,2172,743,0.34208103130755063,0.2966402622234362,1.026243093922652,1610612766,Charlotte Hornets,2018-19,0.476,82
Corner 3,571,232,0.4063047285464098,0.07798415733406174,1.2189141856392294,1610612766,Charlotte Hornets,2018-19,0.476,82
Long mid (10–22),1137,476,0.41864555848724716,0.15528544113630155,0.8372911169744943,1610612766,Charlotte Hornets,2018-19,0.476,82
Rim (0–3),2424,1440,0.594059405940594,0.3310570882272603,1.782178217821782,1610612766,Charlotte Hornets,2018-19,0.476,82
Short mid (3–10),1018,404,0.3968565815324165,0.13903305107894018,1.1905697445972494,1610612766,Charlotte Hornets,2018-19,0.476,82
Above-break 3,1882,629,0.33421891604675874,0.31092020485709565,1.0026567481402762,1610612737,Atlanta Hawks,2019-20,0.299,67
Corner 3,520,176,0.3384615384615385,0.08590781430695522,1.0153846153846153,1610612737,Atlanta Hawks,2019-20,0.299,67
Long mid (10–22),839,322,0.3837902264600715,0.13860895423756814,0.767580452920143,1610612737,Atlanta Hawks,2019-20,0.299,67
Rim (0–3),1958,1255,0.6409601634320735,0.3234759623327276,1.9228804902962207,1610612737,Atlanta Hawks,2019-20,0.299,67
Short mid (3–10),854,341,0.3992974238875878,0.1410870642656534,1.1978922716627634,1610612737,Atlanta Hawks,2019-20,0.299,67
Above-break 3,1985,720,0.36272040302267,0.308901338313103,1.08816120906801,1610612738,Boston Celtics,2019-20,0.667,72
Corner 3,481,185,0.38461538461538464,0.07485216308745721,1.153846153846154,1610612738,Boston Celtics,2019-20,0.667,72
Long mid (10–22),955,409,0.4282722513089005,0.14861500155617802,0.856544502617801,1610612738,Boston Celtics,2019-20,0.667,72
Rim (0–3),2087,1302,0.6238620028749401,0.3247743541861189,1.8715860086248202,1610612738,Boston Celtics,2019-20,0.667,72
Short mid (3–10),918,355,0.3867102396514161,0.14285714285714285,1.1601307189542482,1610612738,Boston Celtics,2019-20,0.667,72
Above-break 3,1638,558,0.34065934065934067,0.2871669004207574,1.021978021978022,1610612739,Cleveland Cavaliers,2019-20,0.292,65
Corner 3,421,169,0.4014251781472684,0.0738078541374474,1.2042755344418052,1610612739,Cleveland Cavaliers,2019-20,0.292,65
Long mid (10–22),804,341,0.42412935323383083,0.14095371669004209,0.8482587064676617,1610612739,Cleveland Cavaliers,2019-20,0.292,65
Rim (0–3),1889,1147,0.6071995764955003,0.3311711079943899,1.8215987294865008,1610612739,Cleveland Cavaliers,2019-20,0.292,65
